Sample_ID	group label	Master ID	Skeletal code	Skeletal element	"Published(0=no,1=yes.including.data.release.of.bioRxiv.version)"	"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]"	Publication	Representative contact	"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)"	"Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]"	"Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]"	"Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE"	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Restrictions (0=none; 1=Basic signed letter; 2=Restrictive signed letter; 3=Bolnick signed letter; 4=Never release; 5=Disease patient; 6=Basic signed letter but drafts should be circulated to Papua New Guinea Medical Research Advisory Group in advance of publication)	Pulldown Strategy	Data source	No. Libraries	Coverage on autosomal targets (Computed at (re)pulldown pre-padding)	1240k coverage (taken from original pulldown where possible)	SNPs hit on autosomal targets (Computed at pulldown for non-padded samples)	SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Sum total of ROH segments >4cM	Sum total of ROH segments >20cM	Y haplogroup automatic caller	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y chromosome reference for manual call	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)"	LibraryID(s)	endogenous by library (computed on shotgun data)	1240k coverage (by library)	Damage rate in first nucleotide on sequences overlapping 1240k targets (by library)	mtDNA coverage (by library)	mtDNA haplogroup if ≥2 coverage (by library)	mtDNA match to consensus if ≥2 coverage (by library)	Individual Notes	batch notes (e.g. if a control well looks contaminated)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
I0746	AN	I0746	L11-322	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Direct: IntCal20	7928	52	"6070-5888 calBCE (7110±50 BP, Poz-82177)"	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	8.465	8.465	..	983405	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-CTS342	G2a2b2a1a1c	..	..	..	1100	K1a	"[0.989,0.995]"	0.15	0.537	..	..	..	..	0.001	0.004	None	"[0,0.009]"	ds.half	S0746.E1.L1	0.2149	8.465	0.15	1100	K1a	"[0.989,0.995]"	..	..	PASS	Xcontam=0.008
I0795	AN	I0795	KAR6	tooth	1	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	"Haak, Wolfgang"	Direct: IntCal20	7071	54	"5215-5030 calBCE (6174±29 BP, MAMS-22823)"	..	Germany_EN_LBK	Karsdorf	Germany	51.28305556	11.65	0	Repulldown on 3.2M snpset	1240K	1	0.05938	0.097	167767	100638	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	T-L206	T	..	..	..	151	H1 or H1au1b	"[0.975,0.987]"	0.088	0.584	..	..	..	..	-0.111	0.044	Model_Misspecified	"[0,0]"	ds.half	S0795.L1	0.0866	0.097	0.088	151	H1 or H1au1b	"[0.975,0.987]"	..	..	PASS	..
I0797	AN	I0797	KAR16A	tooth	1	2015	MathiesonNature2015	"Haak, Wolfgang"	Context: Archaeological - Period	7125	188	5500-4850 BCE	..	Germany_EN_LBK	Karsdorf	Germany	51.28305556	11.65	0	Repulldown on 3.2M snpset	1240K	1	0.05307	0.087	149152	90790	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	T-M70	T1a	..	..	..	125.52906	H46b	"[0.995,1]"	0.067	..	..	..	..	..	0.003	0.033	None	"[0,0.068]"	ds.half	S0797.L1	0.0485	0.087	0.067	123	H46b	"[0.997,1.000]"	..	..	PASS	..
I1096	AN	I1096	BAR26 / M10-76	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	2.865	2.865	..	743953	..	M	n/a (no relatives detected)	11.674702	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L596	I2	..	..	..	531	N1a1a+152	"[0.997,1.000]"	0.184	0.42	3597	0.005182	3.775520464	"[0.002,0.008]"	0.001	0.005	None	"[0,0.011]"	ds.half	S1096.E1.L1	0.212	2.865	0.184	531	N1a1a+152	"[0.997,1.000]"	..	..	PASS	..
I1097	AN	I1097	BAR271 / M10-271	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Direct: IntCal20	8282	52	"6420-6245 calBCE (7475±30 BP, PSUAMS-2297)"	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	2.125	2.125	..	740869	..	M	"Turkey, Northwest Anatolia, Marmara, Barcın Family B (2 members) (I1097-I0744 are 2nd or 3rd degree relatives)"	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-Z6885	G2a2b2a3	..	..	..	399	W1+119	"[0.991,0.997]"	0.162	0.421	2908	0.008951	4.447184775	"[0.005,0.013]"	-0.002	0.006	None	"[0,0.01]"	ds.half	S1097.E1.L1	0.1385	2.125	0.162	399	W1+119	"[0.991,0.997]"	..	..	PASS	"Xcontam=[0.005,0.013]"
I1098	AN	I1098	BAR99 / M10-352	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Direct: IntCal20	8282	51	"6419-6246 calBCE (7475±25 BP, PSUAMS-2947)"	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	2.994	2.994	..	780305	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	393	X2d	"[0.994,0.999]"	0.163	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.006	0.006	None	"[0,0.006]"	ds.half	S1098.E1.L1	0.3384	2.994	0.163	393	X2d	"[0.994,0.999]"	..	..	PASS	..
I1099	AN	I1099	L11-S-488	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.827	0.827	..	534896	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-Z6484	G2a2a1a2	..	..	..	376	T2	"[0.997,1.000]"	0.185	0.425	781	0.01152	2.293014169	"[0.002,0.021]"	-0.003	0.007	None	"[0,0.011]"	ds.half	S1099.E1.L1	0.1853	0.827	0.185	376	T2	"[0.997,1.000]"	..	..	REPLOT_PASS	..
I1100	AN	I1100	M11-351	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.331	0.331	..	294167	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	163	K	"[0.965,0.979]"	0.231	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.02	0.012	None	"[0,0.004]"	ds.half	S1100.E1.L1	0.0257	0.331	0.231	163	K	"[0.965,0.979]"	..	..	REPLOT_PASS	"mtcontam=[0.965,0.979]"
I1101	AN	I1101	M11-352a	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	1.56	1.56	..	650487	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	H	H	..	..	..	798	T2b	"[0.997,1.000]"	0.203	0.429	2011	0.007422	3.222817303	"[0.003,0.012]"	0.009	0.005	None	"[0,0.019]"	ds.half	S1101.E1.L1	0.202	1.56	0.203	798	T2b	"[0.997,1.000]"	..	..	PASS	..
I1102	AN	I1102	M11-354	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.55	0.55	..	408060	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	C-V86	C1a2	..	..	..	152	K1a3a	"[0.997,1.000]"	0.244	0.431	448	0.018832	2.33749814	"[0.003,0.035]"	-0.009	0.012	None	"[0,0.015]"	ds.half	S1102.E1.L1	0.0553	0.55	0.244	152	K1a3a	"[0.997,1.000]"	..	..	REPLOT_PASS	..
I1103	AN	I1103	M11-S-350	petrous	1	2015	MathiesonNature2015	"Pinhasi, Ron"	Context: Archaeological - Period	8300	87	6500-6200 BCE	..	Turkey_N	"Northwest Anatolia, Marmara, Barcın"	Turkey	40.3037	29.57	0	1240K pulldown padded to 3.2M snpset	1240K	1	1.135	1.135	..	596670	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-Z6484	G2a2a1a2	..	..	..	237	K1b1b1	"[0.996,1.000]"	0.213	0.425	1303	0.005283	1.852653875	"[0,0.011]"	-0.011	0.008	None	"[0,0.005]"	ds.half	S1103.E1.L1	0.1165	1.135	0.213	237	K1b1b1	"[0.996,1.000]"	..	..	REPLOT_PASS	..
I1109	AN	I1109	MP10	bone (long bone)	1	2018	MathiesonNature2018	"Pinhasi, Ron"	"Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5733-5631 calBCE (6796±36 BP, OxA-32539) -- WARNING UNPUBLISHED DATE)"	7550	115	5800-5400 BCE	..	Bulgaria_MalakPreslavets_N_oHighEEF	Malak Preslavets	Bulgaria	43.98	26.4	0	1240K pulldown padded to 3.2M snpset	1240K	4	0.27	0.27	..	254802	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	30.007242	J2b1	"[0.985,0.999]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.016	0.019	None	"[0,0.053]"	"ds.half,ds.half,ds.half,ds.half"	"S1109.E1.L1,S1109.E1.L2,S1109.E1.L3,S1109.E1.L4"	"0.01310,0.00410,0.00410,0.00510"	"0.120,0.051,0.055,0.055"	"0.112,0.121,0.112,0.13"	"2.42,26.80,28.80,29.40"	"J2b1,J2b1,J2b1,J2b1"	"[0.459,0.996],[0.992,1.000],[0.980,0.993],[0.988,0.998]"	..	..	PASS	..
I1295	AN	I1295	"MP13, Burial 18; inventory: S36"	bone (long bone)	1	2018	MathiesonNature2018	"Pinhasi, Ron"	"Context: Archaeological - Based on ceramic assemblage (ignore direct date because aquatic reservoir effect makes all Malak Preslavets dates a few centries too old; the date is 5885-5723 calBCE (6914±34 BP, OxA-32542) -- WARNING UNPUBLISHED DATE)"	7550	115	5800-5400 BCE	..	Bulgaria_MalakPreslavets_N	Malak Preslavets	Bulgaria	43.98	26.4	0	1240K pulldown padded to 3.2M snpset	1240K	4	0.153	0.153	..	150668	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-P303	G2a2b2a	..	..	..	120.40105	J1c2	"[0.996,1]"	..	..	..	..	..	..	-0.003	0.035	None	"[0,0.066]"	"ds.half,ds.half,ds.half,ds.half"	"S1295.E1.L1,S1295.E1.L2,S1295.E1.L3,S1295.E1.L4"	"0.01230,0.00220,0.00220,0.00230"	"0.042,0.042,0.034,0.041"	"0.124,0.133,0.122,0.126"	"94.70,118.00,86.70,108.00"	"J1,J1c2,J1c2,J1c2"	"[0.998,1.000],[0.998,1.000],[0.997,1.000],[0.998,1.000]"	..	..	PASS	..
I1296_published	AN	I1296	"MP11; S28, Burial 16, Sample 11"	bone (long bone)	1	2018	MathiesonNature2018	"Pinhasi, Ron; Krum Bacvarov"	Direct (WARNING UNPUBLISHED DATE): IntCal20	7634	30	"5733-5631 calBCE (6796±36 BP, OxA-32540)"	..	Bulgaria_MalakPreslavets_N	Malak Preslavets	Bulgaria	43.98	26.4	0	Repulldown on 3.2M snpset	1240K	5	0.055275	0.094856	159620	104200	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	C-V182	C1a2a	..	..	..	21.399421	U5a2d	"[0.982,1]"	..	..	..	..	..	..	-0.012	0.044	Model_Misspecified	"[0,0.074]"	"ds.half,ds.half,ds.half,ds.half,ds.half"	"S1296.E1.L1,S1296.E1.L3,S1296.E1.L4,S1296.E1.L5,S1296.E1.L6"	"0.01420,0.00240,0.00170,0.00670,0.00670"	"0.024,0.020,0.005,0.030,0.030"	"0.146,0.132,0.122,0.141,0.165"	"15.30,21.00,3.98,13.90,18.00"	"U5a2d,U5a2d,U5a2d,U5a2d,U5a2d"	"[0.992,1.000],[0.989,1.000],[0.919,0.963],[0.986,0.999],[0.994,1.000]"	..	..	PASS	..
I1496	AN	I1496	"HUNG352, NE6"	petrous	1	2014	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	"Pinhasi, Ron"	Direct: IntCal20	7040	72	"5211-4958 calBCE (6135±33 BP, MAMS-14821)"	..	Hungary_MN_LBK	Apc-Berekalya I	Hungary	47.167	19.833	0	1240K pulldown padded to 3.2M snpset	1240K	1	5.246	5.246	..	795124	..	M	n/a (no relatives detected)	22.985101	22.985101	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	C-V20	C1a2	..	..	..	615	K1a3a3	"[0.963,0.976]"	0.077	0.424	5105	0.004332	4.925371302	"[0.003,0.006]"	-0.003	0.007	None	"[0,0.011]"	ds.half	S1496.E1.L1	0.776	5.246	0.077	615	K1a3a3	"[0.963,0.976]"	..	..	PASS	"mtcontam=[0.963,0.976]"
I1499	AN	I1499	"HUNG86, NE3"	petrous	1	2014	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	"Pinhasi, Ron"	Direct: IntCal20	7077	58	"5286-5015 calBCE (6185±34 BP, OxA-27732)"	..	Hungary_MN_ALPc_Bukk	Garadna	Hungary	48.52	21.168	0	1240K pulldown padded to 3.2M snpset	1240K	1	3.319	3.319	..	817184	..	F	n/a (no relatives detected)	28.752095	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	320	X2b+226	"[0.987,0.995]"	0.162	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.007	0.006	None	"[0,0.005]"	ds.half	S1499.E1.L1	0.3585	3.319	0.162	320	X2b+226	"[0.987,0.995]"	..	..	PASS	..
I1508	AN	I1508	"HUNG276, KO2"	petrous	1	2014	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	"Pinhasi, Ron"	Direct: IntCal20	7591	39	"5716-5565 calBCE (6726±35 BP, OxA-28101)"	..	Hungary_EN_Koros_o	Berettyóújfalu-Morotva-Liget	Hungary	47.318741	21.527443	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.914	0.914	..	564799	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	147	K	"[0.982,0.992]"	0.185	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.005	0.007	None	"[0,0.009]"	ds.half	S1508.E1.L1	0.149	0.914	0.185	147	K	"[0.982,0.992]"	..	..	PASS	..
I1550_published	AN	I1550	HAL19	tooth	1	2015	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	"Haak, Wolfgang"	Context: Archaeological - Period	7125	188	5500-4850 BCE	..	Germany_EN_LBK	Halberstadt-Sonntagsfeld	Germany	51.89583333	11.04666667	0	1240K pulldown padded to 3.2M snpset	1240K	2	1.089	1.089	..	616443	..	F	"Germany, Halberstadt-Sonntagsfeld Family C (2 members) (I1550-I2020 are 1st or 2nd degree relatives)"	16.722199	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	92.229525	K1a2	"[0.982,0.996]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.011	0.009	None	"[0,0.007]"	"ds.half,ds.half"	"S2019.L1,S2019.L2"	"..,0.17900"	"..,0.259"	"0.124,0.126"	"185.00,337.00"	"K1a2,K1a2"	"[0.995,1.000],[0.995,0.999]"	..	..	PASS	..
I1876	AN	I1876	BAM4a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7541	29	"5656-5536 calBCE (6677±27 BP, MAMS-11928)"	..	Hungary_EN_Starcevo_1	"Alsonyek-Bataszek, Mérnöki telep"	Hungary	46.208562	18.700047	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.203	0.203	..	209659	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3147	G2a2a	..	..	..	47.7	K1a4	"[0.983,0.993]"	0.082	0.42	123	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.02	0.031	Model_Misspecified	"[0,0.041]"	ds.half	S2340.L1	0.0492	0.203	0.082	47.7	K1a4	"[0.983,0.993]"	..	..	PASS	..
I1878_published	AN	I1878	BAM17b	petrous	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7687	39	"5830-5664 calBCE (6857±31 BP, MAMS-11935)"	..	Hungary_EN_Starcevo_1	"Alsonyek-Bataszek, Mérnöki telep"	Hungary	46.208562	18.700047	0	1240K pulldown padded to 3.2M snpset	1240K	2	5.049	5.049	..	955814	..	M	n/a (no relatives detected)	4.129601	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	H	H	..	..	..	73.592311	T1a2	"[0.983,0.996]"	..	..	..	0.006567	3.63092105	"[0.003,0.01]"	-0.005	0.006	None	"[0,0.007]"	"ds.half,ds.half"	"S2342.L1,S6075.E1.L1"	"0.31120,0.17550"	"1.456,3.800"	"0.098,0.093"	"72.20,225.00"	"T1a2,T1a2"	"[0.940,0.956],[0.993,0.998]"	..	..	PASS	..
I1880	AN	I1880	LGCS1a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	7600	87	5800-5500 BCE	..	Hungary_EN_Starcevo_2	"Lánycsók, Gata-Csatola"	Hungary	45.993	18.58127	0	Repulldown on 3.2M snpset	1240K	1	0.45523	0.766	869324	534773	..	M	n/a (no relatives detected)	4.201699	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-F872	G2a2b2b1a1	..	..	..	..	W5	..	..	..	..	..	..	..	0.015	0.009	None	"[0,0.033]"	ds.half	S2344.L1	0.56	..	..	..	..	..	..	..	PASS	"Literature, X-contam=0.006; mtcontam=0.96"
I1882	AN	I1882	BUD4a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	7050	115	5300-4900 BCE	..	Hungary_MN_LBK	"Budakeszi, Szőlőskert-Tangazdaság"	Hungary	47.50163	18.910468	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.165	0.165	..	173947	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-P303	G2a2b2a	..	..	..	138	T1a	"[0.997,1.000]"	0.099	0.428	72	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.019	0.021	None	"[0,0.06]"	ds.half	S2346.L1	0.0835	0.165	0.099	138	T1a	"[0.997,1.000]"	..	..	PASS	..
I1883	AN	I1883	TOLM4a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7146	74	"5303-5066 calBCE (6233±23 BP, MAMS-14145)"	..	Hungary_MN_LBK_o	Tolna-Mözs TO26	Hungary	46.407091	18.742154	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.056	0.056	..	64302	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-P15	G2a	..	..	G2a	40.8	K1a	"[0.900,0.933]"	0.099	0.433	18	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.091	0.063	Model_Misspecified	"[0,0.032]"	ds.half	S2347.L1	0.0209	0.056	0.099	40.8	K1a	"[0.900,0.933]"	..	..	QUESTIONABLE	"mtcontam=[0.9,0.933]"
I1885	AN	I1885	VEGI1a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7228	43	"5363-5216 calBCE (6321±28 BP, MAMS-14830)"	..	Hungary_MN_Vinca_contam	Versend-Gilencsa	Hungary	45.5853	18.30771	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.05	0.05	..	56338	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	8.4	T	"[0.696,0.749]"	0.087	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.107	0.015	Model_Misspecified	"[0,0]"	ds.half	S2349.L1	0.059	0.05	0.087	8.4	T	"[0.696,0.749]"	..	..	QUESTIONABLE_CRITICAL	"mtcontam=[0.696,0.749]"
I1887	AN	I1887	VEGI3a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	7150	115	5400-5000 BCE	..	Hungary_MN_Vinca	Versend-Gilencsa	Hungary	45.5853	18.30771	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.409	0.409	..	373740	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	H-P96	H	..	..	..	274	T2b	"[0.999,1.000]"	0.159	0.425	346	0.008982	1.394226456	"[0,0.022]"	-0.012	0.017	None	"[0,0.021]"	ds.half	S1887.L1	0.1326	0.409	0.159	274	T2b	"[0.999,1.000]"	..	..	PASS	..
I1894	AN	I1894	VEGI17a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Context: Archaeological - Period	7150	115	5400-5000 BCE	..	Hungary_MN_Vinca	Versend-Gilencsa	Hungary	45.5853	18.30771	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.014	0.014	..	15424	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	67	U2+152	"[0.978,0.986]"	0.108	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.012	0.024	Model_Misspecified	"[0,0.059]"	ds.half	S1894.L1	0.0081	0.014	0.108	67	U2+152	"[0.978,0.986]"	..	..	PASS	..
I1895_published	AN	I1895	SEKU6a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7195	55	"5318-5077 calBCE (6267±33 BP, MAMS-14809)"	..	Hungary_MN_Vinca	Szederkény Kukorica-dulo	Hungary	45.5969	18.28247	0	1240K pulldown padded to 3.2M snpset	1240K	2	3.434	3.434	..	928209	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	184.10918	H26	"[0.99,1]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.007	0.003	None	"[0,0]"	"ds.half,ds.half"	"S1895.L1,S6078.E1.L1"	"0.48550,0.21250"	"1.183,2.430"	"0.146,0.157"	"18..,303.00"	"H26,H26"	"[0.991,1.000],[0.990,0.998]"	..	..	PASS	..
I1896	AN	I1896	SEKU10a	tooth (molar)	1	2017	LipsonNature2017	"Szécsényi-Nagy, Anna"	Direct: IntCal20	7190	59	"5317-5074 calBCE (6264±34 BP, OxA-29050)"	..	Hungary_MN_Vinca	Szederkény-Kukorica-dülö	Hungary	45.5969	18.28247	0	1240K pulldown padded to 3.2M snpset	1240K	1	0.239	0.239	..	242023	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3346	G2a2b2a1a	..	..	..	92.9	K2a	"[0.992,0.997]"	0.079	0.426	156	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.025	0.038	Model_Misspecified	"[0,0.049]"	ds.half	S1896.L1	0.0407	0.239	0.079	92.9	K2a	"[0.992,0.997]"	..	..	PASS	..
